hour,day,rssi,distance,label
2,6,-76.04948905,0.003561027,1
3,6,-65.28916991,0.006333021,1
7,6,-56.78636096,0.001015058,0
20,3,-59.51502876,0.001870698,0
0,6,-70.68894103,0.00351535,1
21,6,-47.17256421,0.001063365,0
13,0,-53.8913645,0.001987318,0
19,3,-35.4882388,0.002117908,0
20,3,-63.12684428,0.000600704,0
19,0,-70.55863645,0.000375961,0
7,5,-59.62376996,0.001298312,0
15,1,-77.20430269,0.001798046,0
12,5,-65.63652387,0.002014129,2
12,2,-41.68017914,0.001985314,0
19,1,-50.54750941,0.001550709,0
15,0,-70.39997838,0.004364992,2
9,1,-61.23458185,0.006400177,1
21,1,-49.75180081,0.001184247,0
20,6,-55.90139827,0.001298858,0
20,2,-59.71635469,0.00233669,0
14,6,-76.29607282,0.001156566,0
18,0,-58.63059908,0.000377164,0
20,3,-66.56096204,0.001295542,0
19,3,-51.31157351,0.002518537,0
14,1,-63.03417268,0.004298614,1
0,6,-60.0834233,0.004241364,1
18,6,-65.58304863,0.004960825,1
19,1,-56.08768621,0.000523904,0
22,5,-66.30985662,0.00527008,1
1,6,-82.24083372,0.002458798,1
3,4,-84.94883294,0.002214974,1
3,6,-58.81685045,0.005278573,1
20,6,-77.1086345,0.002084055,2
6,4,-76.85729631,0.002218302,2
9,5,-56.26801875,0.001579518,0
18,4,-78.17095375,0.004497058,2
13,5,-30.78315288,0.004854281,1
21,1,-38.83894066,0.001131589,0
7,4,-56.03407887,0.001730698,0
21,1,-34.08113585,0.000847252,0
22,1,-48.02435384,0.002377285,0
12,0,-65.07939393,0.004080821,1
9,3,-54.26155131,0.001994355,0
17,1,-57.04538833,0.00124236,0
3,4,-62.35444929,0.001304422,0
1,3,-74.68008692,0.003442314,1
1,0,-54.9443898,0.004605872,1
6,3,-59.90349469,0.001131375,0
0,3,-52.44023601,0.003574612,1
22,2,-39.34313345,0.002354849,0
19,5,-49.69973997,0.006849338,1
21,1,-56.13791567,0.001536903,0
20,0,-67.27728322,0.001955881,0
3,6,-71.60562728,0.003466007,1
8,2,-45.24535615,0.002852398,0
5,4,-52.02778577,0.001535202,0
7,2,-91.02179056,0.006204688,1
8,1,-44.78727714,0.001032396,0
0,1,-70.0842368,0.004570101,1
18,5,-43.78893347,0.004200882,1
8,4,-65.24982146,0.002475015,0
13,6,-45.77322739,0.000850128,0
9,0,-53.99887754,0.001790766,0
19,6,-52.88649025,0.000629832,0
15,3,-59.84298723,0.011748945,1
12,0,-49.32596651,0.01709059,2
8,0,-54.36349201,0.001823895,0
8,0,-46.43473885,0.002760637,0
7,5,-7.099050815,0.001794071,0
11,1,-62.35134125,0.000515132,0
21,4,-72.3778858,0.009243387,2
22,4,-55.40080067,0.001486888,0
19,6,-55.5122511,0.00309124,1
7,5,-55.72998068,0.000639297,0
1,3,-82.36409249,0.01263041,1
20,2,-43.6892422,0.000663366,0
9,2,-73.14982912,0.001422766,0
18,2,-46.48735403,0.002323966,0
21,5,-50.61076038,0.002344151,1
21,6,-49.22531089,0.000554705,0
8,4,-47.9254879,0.001006268,0
19,6,-52.42265987,0.000978506,0
7,1,-62.02238919,0.018243161,2
8,4,-54.06288919,0.006506313,1
1,4,-81.13333851,0.020838749,2
9,6,-69.94144027,0.000496001,0
8,3,-68.06414318,0.002156533,0
4,2,-58.31115208,0.011674849,2
20,2,-58.21109643,0.002106148,0
22,5,-61.17182398,0.001290986,0
21,0,-53.13075968,0.000738762,0
21,2,-71.53249264,0.004680059,1
9,4,-70.2908675,0.000949594,0
8,6,-50.3860678,0.000880041,0
2,3,-60.54329359,0.00428765,1
4,3,-57.88756439,0.004331624,1
19,4,-66.69812561,0.000765003,0
22,5,-39.23485358,0.001571297,0
17,6,-52.00809089,0.000692357,0
23,2,-77.59672639,0.005343054,1
11,2,-72.7585805,0.00637827,2
9,1,-59.06311192,0.000271924,0
6,4,-80.62361713,0.004650667,2
13,0,-57.67228086,0.003429885,1
3,0,-51.7830946,0.000601912,0
7,5,-54.34970635,0.001649476,0
8,1,-44.31412231,0.002019337,0
23,4,-56.08190454,0.005806904,1
2,3,-58.88245353,0.000933861,0
7,2,-49.00863012,0.000734245,0
18,1,-46.85311315,0.000463359,0
6,1,-49.57308885,0.000910343,0
23,5,-66.25578792,0.002543648,0
9,3,-49.11456345,0.001047832,0
13,0,-89.08196403,0.02111636,2
7,3,-40.24633319,0.000963746,0
9,3,-58.07322459,0.00125825,0
21,3,-54.95079528,0.000648817,0
0,2,-61.60383205,0.003467206,1
22,4,-51.10633302,0.002804152,0
21,3,-52.47938354,0.000767883,0
9,5,-49.47114272,0.000866407,0
22,1,-55.98015692,0.001126521,0
7,0,-51.86205022,0.000802576,0
19,4,-61.79616344,0.000411027,0
1,3,-66.17832229,0.006358598,1
18,2,-52.13717906,0.001630528,0
7,0,-45.26702538,0.001493024,0
13,6,-42.06201195,0.001515966,0
23,6,3.693765962,0.000664638,0
22,0,-46.43038708,0.001131067,0
13,3,-59.92739047,0.000159583,0
18,0,-59.29032101,0.001066897,0
13,6,-68.59095914,0.009114713,1
13,3,-44.35369683,0.000823804,0
13,5,-65.8318129,0.004823074,1
18,3,-70.33165952,0.000530498,0
18,6,-67.02317455,0.00119419,0
8,0,-64.40285448,0.001098994,0
4,1,-63.96127613,0.001643843,0
16,5,-62.42887043,0.007438612,2
9,5,-40.48775012,0.001458796,0
5,1,-58.80645623,0.003817223,1
3,3,-49.14180539,0.009601049,1
22,2,-54.03098353,0.001639339,0
11,5,-46.37501445,0.003227479,1
17,2,-68.65189797,0.005193019,1
5,6,-85.34871375,0.008464477,2
4,6,-61.9214412,0.004522333,1
20,2,-46.18568494,0.000668852,0
19,6,-45.12393957,0.00057424,0
1,1,-84.40476125,0.005357462,1
17,5,-60.2526391,0.003746905,1
19,2,-55.89282463,0.001443065,0
17,1,-38.15431037,0.001357979,0
7,3,-44.11716985,0.001397781,0
21,3,-64.6251391,0.002121647,0
3,4,-68.83258284,0.001885562,1
21,4,-39.28076988,0.001323183,0
18,4,-46.77486754,0.001592514,0
21,5,-53.33527558,0.00049311,0
8,6,-46.22768337,0.001014734,0
14,5,-55.72809981,0.001256772,0
15,3,-55.00313224,0.005423513,1
18,4,-68.76137737,0.001114579,0
18,5,-46.05128649,0.000655323,0
10,0,-80.18349219,0.006741954,1
20,6,-64.81519662,0.00162604,0
8,4,-43.15065226,0.000790161,0
21,4,-41.36802811,0.002695976,0
18,6,-56.21195254,0.001348152,0
1,3,-40.54416413,0.000629548,0
23,2,-74.02906136,0.004040742,1
22,0,-54.16642834,0.001887155,0
19,0,-32.81662433,0.001469571,0
9,0,-56.72915526,0.006981108,1
20,1,-72.51536473,0.002664365,1
5,1,-60.67040025,0.00181692,0
1,4,-14.40623638,0.004222452,1
4,6,-54.18510836,0.005953942,1
19,2,-78.29906847,0.001537547,0
6,4,-71.70691849,0.000905983,0
23,2,-84.13385779,0.005504742,1
15,2,-43.90135298,0.001448491,0
7,3,-42.9482263,0.001789699,0
22,4,-56.01305741,0.000294177,0
21,3,-42.31929039,0.001043667,0
18,3,-49.1396441,0.000114381,0
22,2,-71.08836929,0.004415395,1
13,6,-88.84077777,0.002951171,1
7,0,-47.63417866,0.001728391,0
11,6,-58.56383787,0.002864387,0
23,2,-52.50007965,0.000790538,0
19,3,-46.5491641,0.001836733,0
0,1,-53.38724685,0.00067245,0
17,1,-42.21291706,0.004815941,1
22,3,-74.29927903,0.004368932,1
23,4,-51.07608961,0.007572822,1
2,3,-57.92672115,0.003647263,1
8,1,-59.15183265,0.001188709,0
7,5,-60.78284397,0.002015671,0
3,0,-48.90652841,0.000923406,0
21,6,-49.73374653,0.001237868,0
17,1,-65.96436999,0.001413729,0
9,4,-63.35173692,0.000828675,0
18,5,-42.99132928,0.001972072,0
22,2,-23.49998081,0.000554738,0
20,0,-61.85133874,0.000217075,0
1,4,-63.47436579,0.00583902,1
6,0,-82.16310429,0.003239135,1
18,6,-68.67594875,0.000591996,0
8,1,-76.40431508,0.005808902,1
11,0,-61.36916258,0.005322139,2
20,0,-53.25647561,0.001756822,0
21,6,-25.69515435,0.001094706,0
21,6,-58.42930999,0.001457113,0
17,1,-70.30178084,0.008104411,2
7,3,-51.84046009,0.000657306,0
8,6,-66.34707773,0.012241877,2
20,3,-42.80096422,4.41E-05,0
17,2,-30.56389008,0.000751868,1
23,4,-55.59939288,0.006851809,1
7,1,-55.44512048,0.001230341,0
7,1,-63.96808014,0.001156671,1
11,4,-52.88535726,0.000865038,0
9,1,-51.0547096,0.001772853,0
0,3,-86.24840392,0.00477789,1
20,6,-80.38862052,0.003925082,1
22,4,-60.4830852,0.009597451,2
22,6,-60.8385382,0.004954936,1
19,2,-86.28665837,0.0051116,1
22,4,-66.29345619,0.004274974,1
19,0,-79.47872721,0.002335177,0
4,5,-46.19791781,0.001815883,0
19,0,-37.06014866,0.012019693,2
0,6,-81.06797003,0.004126869,1
7,1,-58.97179154,0.000484318,0
3,2,-70.7901219,0.004502625,1
23,6,-53.5358781,0.006886197,1
8,3,-83.22206621,0.000712286,0
20,5,-41.36892053,0.001370181,0
23,0,-41.9291022,0.008099489,1
10,2,-59.7005702,0.024652649,2
7,2,-56.21452819,0.000555127,0
2,3,-75.9808032,0.00754368,1
22,1,-56.83274193,0.000629437,0
20,2,-71.65545642,0.001439467,0
21,6,-65.21562992,0.000785601,0
19,5,-74.9477396,0.005507881,1
4,0,-47.44433993,0.009819266,1
1,5,-54.86096806,0.003516486,0
7,1,-54.18962042,0.00247032,0
9,0,-63.24506823,0.002662494,0
16,6,-49.49908518,0.001019444,0
1,3,-56.37219879,0.002160197,0
21,1,-50.62454254,0.000878256,0
19,5,-58.9875083,0.001298898,0
0,5,-74.49837414,0.004364763,1
22,5,-57.59235589,0.00450756,0
14,4,-61.85237751,0.000766036,0
19,0,-51.00562216,0.001249959,0
20,5,-44.06293141,0.002082205,0
19,2,-53.19675808,0.001126988,0
2,6,-35.86242982,0.017655933,2
16,6,-49.02883028,0.001320445,0
3,5,-74.49090386,0.00295481,0
3,4,-61.33469313,0.003955166,1
8,3,-52.50562927,0.001260786,0
14,5,-55.08577772,0.00198541,0
19,6,-51.40580626,0.001114484,0
22,2,-61.69177909,0.002056481,1
2,5,-43.01527759,0.000617004,0
11,2,-52.30112113,0.000741503,0
6,0,-31.87288924,0.001241144,0
9,5,-53.10042064,0.001032881,0
20,1,-51.44852239,0.000831358,0
21,3,-61.63506294,0.002534408,0
22,2,-54.4032848,0.000887933,0
18,5,-72.54251272,0.000805809,0
21,6,-49.54582684,0.002328179,0
21,5,-48.2001178,0.0028574,0
21,1,-50.01459705,0.002866031,0
18,1,-50.77073494,0.00081651,0
22,4,-35.67285994,0.001673647,0
12,2,-68.66973436,0.002638616,2
21,5,-57.55123364,0.001662497,0
16,1,-58.7847581,0.019961658,2
11,3,-42.09475173,0.001492601,0
18,1,-55.98365167,0.000703468,0
4,4,-29.83252167,0.000784584,0
21,5,-59.7841436,0.001560832,1
22,5,-57.18029701,0.00548583,1
3,1,-71.5725142,0.004361391,1
9,6,-62.6629289,0.000475756,0
0,2,-69.87929785,0.005421903,1
20,0,-60.41675403,0.000973121,0
17,2,-86.58158523,0.004076886,2
3,5,-31.64423944,0.000461497,0
22,3,-54.22801089,0.001673878,0
22,4,-47.87416673,0.000768131,0
17,1,-92.55440763,0.019409361,2
23,6,-107.4272002,0.006571108,2
10,2,-50.72657095,0.028205881,2
3,1,-62.76306249,0.009494504,1
2,1,-58.35009724,0.001363163,0
9,4,-59.19202183,0.000580174,0
19,4,-57.7411738,0.001186203,0
1,0,-64.1081073,0.008525217,1
8,4,-45.08155105,0.005259246,1
19,2,-58.67922542,0.00066842,0
21,2,-57.59503862,0.000297688,0
9,1,-70.13413611,0.001528494,0
18,0,-52.67183936,0.002435771,1
22,1,-57.39941146,0.000734481,0
5,3,-52.56262913,0.003286073,1
3,5,-88.91412224,0.018550178,2
0,0,-46.56889569,0.001645929,0
1,1,-64.34414549,0.005320591,1
21,0,-35.24368479,0.00225381,0
7,6,-65.98811156,0.001591188,0
1,4,-68.41989007,0.004666409,1
9,1,-28.82036684,0.001592873,0
17,3,-34.75217798,0.001064524,0
9,3,-43.27993157,0.000317246,0
23,0,-48.89268403,0.003619394,1
13,1,-59.75469047,0.001494532,0
20,3,-49.36384761,0.000831398,0
16,6,-52.89594417,0.002499795,0
5,0,-54.2666067,0.00119299,0
9,5,-58.68582273,0.002512732,0
19,0,-51.48168127,0.001790568,0
11,4,-54.63649728,0.001503235,0
13,2,-47.5217636,0.011407832,2
18,3,-76.24427954,0.00059432,0
8,6,-37.88768585,0.000740614,0
16,1,-63.67700279,0.00093974,0
3,5,-51.58902795,0.007802594,1
3,0,-63.38662745,0.006507169,1
0,2,-45.79338711,0.007781972,1
23,6,-56.49999531,0.001609703,0
21,6,-47.69225576,0.002120956,0
2,5,-73.74139892,0.005645102,1
15,5,-77.18424855,0.001950167,0
8,4,-84.71272915,0.029419826,2
21,6,-126.8127692,0.024258209,2
8,0,-69.71217327,0.001819845,0
9,0,-60.20863965,0.002402958,0
20,0,-63.01401361,0.001439083,0
20,6,-39.15970985,0.001576342,0
3,0,-59.00320535,0.000336987,1
19,3,-53.59390165,0.00141203,0
18,0,-40.01782679,6.48E-05,0
1,6,-54.01606061,0.006116584,1
10,6,-46.67021142,0.002668949,0
3,2,-67.13896892,0.003675925,1
13,3,-62.55009632,0.014515474,2
19,0,-61.2277631,0.004729276,1
1,5,-61.36271214,0.00436208,1
9,1,-64.76468229,0.000703827,0
12,0,-43.82122087,0.003530859,0
8,6,-82.38132058,0.030014342,2
21,5,-39.63885566,0.003010325,0
20,6,-53.59452165,0.002240433,0
9,1,-34.67460165,0.00012319,0
18,0,-64.65007129,0.000780705,0
3,6,-49.95945188,0.007836431,1
21,0,-79.40523413,0.019038992,2
7,3,-52.68399147,0.001680219,0
7,4,-49.95560186,0.001531252,2
10,5,-64.0537529,0.000407626,0
21,1,-92.65375698,0.005336506,1
1,0,-42.40650397,0.010752746,2
18,4,-46.57436197,0.001303118,0
23,0,-58.36295999,0.00108649,0
18,5,-50.58726727,0.000435206,0
2,0,-65.49017015,0.00659593,1
23,4,-76.63489291,0.021089032,2
23,5,-71.82868409,0.004499492,1
9,5,-59.35412675,0.00149398,0
0,0,-76.91378005,0.006176119,1
18,4,-60.75849213,0.002222575,0
5,6,-60.56491858,0.003767802,1
15,5,-81.07157194,0.003860085,1
18,6,-68.68569514,0.001098487,0
19,5,-59.09898098,0.002518219,0
21,6,-52.43993432,0.001198072,0
9,1,-55.17626304,0.001015407,0
9,5,-82.03720646,0.001914732,0
14,2,-54.58654724,0.001532727,0
20,4,-53.28382512,0.001407687,0
22,6,-67.51065374,0.01278375,2
2,6,-63.35757835,0.003754133,1
20,0,-40.19402914,0.002915656,0
8,5,-54.86671116,0.002832557,0
19,6,-61.59363751,0.000438533,0
18,3,-55.0558866,0.001678147,0
22,3,-66.70497553,0.000295625,0
19,4,-45.11916301,0.00066314,0
20,0,-67.61284529,0.000751776,0
20,0,-72.95066339,0.000402777,0
2,0,-45.45280653,0.001723697,0
21,1,-62.92949321,0.000894012,0
3,6,-55.03741379,0.005684755,1
18,5,-55.24476601,0.002273569,0
18,5,-54.17753858,0.001832026,0
21,0,-47.27245792,0.000814002,0
4,1,-80.92065962,0.000580387,2
18,1,-50.34293116,0.001298645,0
18,1,-58.65860559,0.003315632,1
22,0,-46.19086435,0.000781514,0
7,4,-50.21377831,0.001401094,0
20,0,-54.16240525,0.000722985,0
22,0,-59.00649496,0.00323002,0
4,1,-80.45309614,0.002175584,2
21,4,-57.11067028,0.002054631,0
18,0,-101.4387726,0.00752407,2
7,2,-71.58996616,0.000817041,0
2,3,-64.31371884,0.000945299,0
23,6,-54.2684932,0.006600501,1
5,2,-68.81060776,0.003822382,2
20,5,-61.74802288,0.002906455,0
8,2,-44.54548199,0.002708968,1
23,6,-93.98693787,0.002982216,1
16,5,-57.56346248,0.001882009,0
7,2,-60.89838118,0.000579284,0
16,1,-56.25347282,0.009389659,1
9,2,-55.14151441,0.005861866,1
23,5,-63.62968076,0.003622746,1
21,3,-57.86677039,0.001632069,0
20,6,-66.11717473,0.000741715,0
7,2,-38.41685635,0.001778393,0
10,4,-64.76025152,0.018943084,2
11,3,-55.57981462,0.005417863,2
9,1,-61.03081963,0.000711534,0
8,6,-59.26977696,0.001229517,0
1,2,-61.58485846,0.004082595,1
5,1,-61.91721689,0.000709928,0
1,0,-66.82979898,0.001095068,0
21,3,-42.91475554,0.001414083,0
0,3,-36.63658235,0.006521618,1
21,6,-61.77226123,0.000611057,0
18,4,-50.18974898,0.000353824,0
21,4,-64.76570142,0.000771881,0
20,2,-59.50690439,0.006127948,1
23,1,-44.68614251,0.004567863,1
0,5,-52.33149337,0.003962859,1
11,0,-38.61496162,0.00128412,0
9,0,-50.8994245,0.002080503,0
17,5,-55.70932673,0.000757624,0
23,0,-56.22442628,0.00479045,1
22,5,-48.7914152,0.001211686,0
4,6,-46.67062151,0.000612714,0
23,3,-71.24369744,0.005001399,1
4,5,-73.77361538,0.006392968,1
20,4,-57.16808848,0.000492679,0
22,2,-40.37683571,0.001754586,0
19,4,-60.5525084,0.002278409,0
8,2,-55.39578897,0.001251386,0
3,2,-66.02127083,0.003089336,1
7,0,-42.91863091,0.000891828,0
22,0,-56.27777823,0.001436893,0
19,2,-58.48696254,0.000454688,0
3,4,-59.33727885,0.009856107,1
21,3,-54.43506939,0.00058648,0
21,3,-56.14821525,0.002636286,0
9,0,-71.80962569,0.000892485,0
9,6,-61.44704665,0.004329962,1
11,4,-58.88588373,0.027145756,2
19,1,-52.91681589,0.001546872,0
17,2,-68.3184925,0.00267963,0
21,2,-38.95971217,0.000707245,0
1,1,-63.49300494,0.006265661,1
20,5,-68.16726065,0.021557928,2
18,1,-51.25138783,0.00045321,0
16,6,-75.02831324,0.007456325,2
19,6,-52.98299424,0.001109586,0
2,5,-74.9315279,0.007189733,1
23,1,-54.24013257,0.005107631,1
19,4,-45.10753849,0.000793487,0
21,3,-53.6059381,0.001388533,0
4,5,-87.36055296,0.01713011,2
15,1,-51.35227692,0.002306115,0
8,4,-63.07224903,0.001364886,0
3,6,-78.05314714,0.003213495,0
1,4,-59.68572648,0.0041523,1
10,0,-65.21878115,0.006668816,1
21,0,-52.31217368,0.000964857,0
18,2,-107.3093761,0.019148749,2
14,2,-47.28741532,0.00190931,0
22,3,-55.47253215,0.001275152,0
3,1,-97.54711704,0.023893042,2
19,5,-40.99804767,0.000464474,0
13,4,-59.33273549,0.008356714,1
10,4,-88.69351447,0.021150536,2
4,6,-58.06631662,0.002184838,0
14,1,-58.35810778,0.001153701,0
7,3,-71.09811517,0.002192548,0
22,2,-83.07622141,0.005136695,1
13,4,-49.91826025,0.001625226,0
19,4,-54.83863483,0.000936691,0
9,1,-41.38401337,0.004295815,0
20,1,-84.65356133,0.012757101,2
0,3,-41.47655284,0.002878468,0
18,0,-65.41811218,0.001676918,0
0,4,-79.70004595,0.021147082,2
19,3,-57.44059493,0.004095172,0
20,2,-66.97029593,0.000948965,0
9,3,-57.17859368,0.001734145,0
8,4,-51.37868036,0.000418486,0
14,2,-61.24714129,0.001407923,0
19,1,-50.85681959,0.003954616,0
21,1,-53.6440285,0.000705953,0
17,6,-59.72015921,0.000411964,0
12,0,-48.05265479,0.000526267,0
19,0,-45.3402623,0.000815017,0
21,1,-50.17455792,0.000839454,0
0,5,-53.6148802,0.001459275,0
21,5,-32.17126544,0.00044926,0
2,2,-73.54283425,0.003940753,1
3,6,-63.12550131,0.012292661,1
21,3,-55.84126656,0.000178457,0
0,1,-61.14796208,0.000632482,0
9,4,-70.26500987,0.000841855,0
11,2,-81.36805798,0.008860151,1
20,5,-52.52843893,0.002060129,0
7,2,-62.70729353,0.024061952,2
20,2,-60.75175214,0.000782576,0
16,1,-60.21431121,0.001017781,0
7,4,-35.51070972,0.001039323,0
10,6,-66.30313796,0.000466351,0
20,3,-88.73763712,0.004416343,1
21,2,-45.92894014,0.001225353,0
20,4,-48.11199363,0.000892743,0
0,4,-48.77545759,0.003430443,1
22,6,-76.74973437,0.007370335,1
9,0,-62.11926235,0.001623447,0
18,4,-45.43749579,0.000760376,0
8,2,-61.30991958,0.001225618,0
11,2,-62.76631689,0.000565929,0
21,4,-71.15848807,0.002361609,0
22,5,-55.88441073,0.004951997,1
23,2,-58.77792822,0.007526538,1
1,1,-62.35235778,0.00457024,2
3,3,-61.77526973,0.00807143,2
21,5,-45.43945658,0.001087114,0
22,5,-67.35704815,0.002710012,1
8,4,-57.5693465,0.000523313,0
9,5,-78.46449675,0.005167723,1
16,5,-58.00484674,0.000724209,0
22,0,-57.91997236,0.001588813,0
17,5,-62.11856406,0.003304721,2
6,2,-54.9104283,0.005327234,1
7,4,-64.32465324,0.000744655,0
7,3,-38.32851629,0.001508166,0
8,1,-42.58369828,0.000436824,0
13,1,-82.65274125,0.011709161,2
8,0,-40.76548046,0.001727982,0
22,6,-21.20373473,0.003815987,1
6,5,-93.41007533,0.006706372,2
22,0,-81.52655155,0.004426561,1
22,1,-63.93127618,0.000890672,0
18,6,-71.30508393,0.001277922,0
17,1,-63.62128616,0.001959533,0
3,1,-73.66632284,0.009312782,1
22,4,-60.45417235,0.002514298,0
22,3,-64.74174551,0.00425691,1
22,3,-43.14927842,0.001775543,0
11,5,-78.92857269,0.011232111,2
22,5,-61.53942324,0.001841427,0
7,0,-60.91265503,0.001568597,0
23,6,-51.02134028,0.002948689,1
15,4,-59.32295406,0.001191043,0
9,6,-47.52666474,0.001482469,0
1,2,-78.62992975,0.001140218,0
20,5,-45.48581526,0.001174692,0
23,1,-70.04085863,0.006996079,1
20,4,-64.80971272,0.001807801,0
23,6,-76.90170104,0.006383852,1
6,5,-64.2832609,0.005007963,1
8,3,-63.80612507,0.002266697,1
2,2,-60.74488684,0.001661339,1
8,1,-71.87034847,0.003146984,0
19,2,-26.52568088,0.002216363,0
2,6,-66.60363587,0.005908869,1
19,4,-46.92886939,0.001675347,0
17,6,-48.19281108,0.001944348,1
3,6,-53.11566892,0.006664859,1
21,2,-21.4769237,0.000772784,0
12,5,-81.72767921,0.002204704,1
6,6,-56.85739889,0.001484568,0
7,5,-52.34662628,0.000741495,0
17,2,-59.00016792,0.001104328,0
7,4,-100.0684533,0.025008739,2
22,0,-74.74544065,0.0006667,0
3,1,-71.60734819,0.006574388,1
2,0,-78.33869605,0.000336316,1
0,0,-62.06172635,0.014192229,2
21,4,-62.35255226,0.000917231,0
21,0,-68.68918796,0.003522087,1
8,4,-51.2609784,0.001586738,0
3,2,-87.37791452,0.004735898,1
18,5,-61.32256743,0.005626909,0
10,4,-71.8138201,0.005563675,1
5,1,-61.93416123,0.000362234,0
0,1,-42.09206609,0.005266532,1
19,2,-54.58435012,0.002025953,0
22,6,-70.60217303,0.00054977,0
3,3,-57.28295797,0.023429895,2
5,2,-72.46798369,0.000538488,1
9,0,-66.77250488,0.001147042,0
18,5,-56.82565109,0.005354596,1
18,3,-63.23417995,0.001249825,0
18,4,-55.61142814,0.001645247,0
2,0,-62.38490753,0.030600163,2
23,3,-64.85628296,0.002964311,1
21,3,-39.97214622,0.00092565,0
3,2,-63.81332715,0.018250077,2
3,4,-76.43331583,0.003687294,1
22,3,-51.55495197,0.000444095,0
19,1,-39.8182848,0.001665922,0
22,4,-51.43619262,0.001998728,0
6,1,-57.64391332,0.002990434,2
7,0,-66.74167643,0.000797537,0
5,0,-81.84351581,0.016102837,2
4,1,-87.60876031,0.005750121,1
19,5,-63.92185127,0.001125265,0
1,6,-57.86252466,0.003538193,1
23,4,-75.89067361,0.006468451,1
0,6,-72.21788106,0.005868412,1
18,1,-52.58925226,0.00147664,0
9,0,-50.1076889,0.001680905,0
12,6,-74.28154254,0.004783241,1
12,3,-36.55904336,0.002477812,0
7,6,-57.46761337,0.000995282,0
21,1,-55.90619943,0.000328422,0
22,6,-60.75700767,0.004529521,1
19,2,-55.32165326,0.001251826,0
1,0,-42.29836971,0.004514876,1
12,2,-96.25422466,0.006287268,2
15,5,-63.65891022,0.007750081,1
20,0,-64.39547458,0.001106036,0
9,0,-47.63766166,0.001868119,0
20,1,-56.06638762,0.004053663,0
20,4,-57.8411397,0.001208747,0
20,4,-66.25252411,0.001308283,0
21,2,-69.63687261,0.005898426,1
7,0,-45.93259381,0.016198375,2
17,0,-65.55173426,0.004707534,1
21,5,-88.83990088,0.015142782,2
16,5,-35.93732742,0.001297507,0
14,0,-57.94493293,0.001348044,0
20,0,-62.76334854,0.000495055,0
0,0,-66.21810119,0.00164238,0
7,4,-49.62773231,0.000449566,0
0,1,-68.79866728,0.003524966,1
21,2,-43.40581061,0.001171176,0
0,1,-69.17558986,0.001643436,1
22,5,-62.15684406,0.002343799,0
9,3,-48.31515309,0.000746394,0
19,3,-50.38831852,0.000703614,0
1,3,-87.61024115,0.000681191,2
0,1,-55.23992794,0.000530925,0
7,2,-67.03042057,0.001475012,0
18,0,-56.42996519,0.002202999,0
9,6,-90.96384526,0.00157746,0
1,5,-38.45703742,0.002302509,2
13,3,-39.07823023,0.003572177,1
8,2,-46.77509817,0.001409289,0
19,2,-63.59546778,0.001499858,0
18,6,-51.77609857,0.001239621,0
23,5,-42.97081547,0.000618189,0
10,5,-93.61423348,0.003205657,1
0,4,-71.58595418,0.009396656,1
22,5,-46.05182478,0.003102926,1
19,2,-59.50818379,0.00067852,0
21,0,-42.32480041,0.000715905,0
23,4,-51.11079435,0.005579669,1
19,1,-58.07550233,0.00094358,0
22,4,-56.9637113,0.000520967,0
14,4,-98.24089549,0.002644435,2
10,1,-54.64702008,0.000981757,0
2,6,-43.76253703,0.001010091,0
8,5,-60.45605368,0.002023842,0
1,6,-48.79470034,0.002270117,1
7,0,-53.26006583,0.000474342,0
19,1,-56.82976499,0.000267919,0
9,0,-55.15358994,0.000820969,0
8,6,-44.61570075,0.000792592,0
0,3,-62.34298945,0.002466238,1
22,4,-78.07526799,0.004636756,2
19,0,-77.43428406,0.020948241,2
21,1,-52.88660228,0.00057522,0
8,0,-67.49946473,0.002900248,2
7,4,-46.10876918,0.000530113,0
2,0,-58.17485271,0.000735212,0
22,4,-89.80900438,0.004566526,1
21,3,-53.18268495,0.000592314,0
22,0,-43.8972413,0.000933118,0
21,5,-50.19034529,0.001066303,0
0,6,-58.68565109,0.005996939,1
8,1,-50.49241379,0.002195556,0
8,5,-51.95964219,0.00133025,0
19,6,-42.65805581,0.003450877,0
20,6,-67.38874772,0.006051708,1
23,4,-46.40554569,0.006032156,1
0,0,-61.17423117,0.007252543,1
22,5,-53.98758262,0.000882004,0
10,4,-48.0655948,0.001378604,0
9,5,-65.84411181,0.002242461,0
2,3,-67.38572047,0.007564119,1
7,3,-47.43443237,0.000175345,0
22,5,-58.66304288,0.003004114,0
1,1,-66.79909908,0.006807181,1
6,5,-64.28867513,0.002579447,1
7,0,-45.956299,0.000610009,0
21,3,-50.34270862,0.001353553,0
9,5,-49.00554829,0.001632273,0
1,3,-61.83154389,0.00649484,1
19,3,-71.73939449,0.001220002,0
18,0,-43.96543701,0.000677927,0
2,6,-46.26252525,0.001685765,0
22,2,-61.99789222,0.00248746,0
8,6,-56.19921649,0.002657766,0
8,3,-46.44754836,0.000686736,0
23,6,-36.05646292,0.017454298,2
3,6,-55.00157362,0.004184552,1
0,5,-66.98013585,0.004212201,1
20,5,-64.43746261,0.002011715,0
7,2,-44.5616087,0.001693918,0
22,0,-52.64317259,0.005803088,1
8,1,-56.74873902,0.003362016,0
4,6,-73.3113234,0.004128519,1
7,1,-46.96433743,0.000885399,0
22,1,-48.6228987,0.005110229,1
7,6,-49.02792326,0.001094167,0
5,3,-49.34598673,0.002490156,0
